iter	Logloss
718	0.3405020692
719	0.3403865062
720	0.3402615761
721	0.3401112589
722	0.3400374663
723	0.3399267404
724	0.3398288859
725	0.3397826953
726	0.3396335122
727	0.3395823937
728	0.3394922285
729	0.3393695593
730	0.3392338038
731	0.3391297234
732	0.3390606722
733	0.33897122
734	0.338876181
735	0.3387685914
736	0.3386736595
737	0.3385884222
738	0.3384781202
739	0.3383976905
740	0.3383626459
741	0.3383016696
742	0.3382187985
743	0.3381388594
744	0.3380312879
745	0.3379478424
746	0.3379323804
747	0.3378078469
748	0.3376736666
749	0.3375341595
750	0.3374754528
751	0.3373923997
752	0.3372657798
753	0.3371114772
754	0.3369861601
755	0.3369097446
756	0.3368566358
757	0.3368158806
758	0.3366587022
759	0.3365745157
760	0.3365242377
761	0.3363884739
762	0.3362643063
763	0.3362301838
764	0.3361145259
765	0.3359889072
766	0.3359849595
767	0.335928935
768	0.3358523719
769	0.3357752121
770	0.3356945209
771	0.3356118355
772	0.3354881735
773	0.3354497699
774	0.3353948623
775	0.3352773705
776	0.3351618486
777	0.3350292523
778	0.3349255425
779	0.3348601362
780	0.334790031
781	0.3346957915
782	0.3346154963
783	0.3345185763
784	0.3343094897
785	0.3341878165
786	0.3341049946
787	0.334053836
788	0.3339531904
789	0.333851055
790	0.3337646885
791	0.333695795
792	0.3335742519
793	0.3334720008
794	0.3333852565
795	0.3332685426
796	0.3332203649
797	0.3331182691
798	0.3329922362
799	0.3329578697
800	0.3328468988
801	0.3328112106
802	0.3327010426
803	0.332570316
804	0.3325005216
805	0.3324431247
806	0.3323745197
807	0.3322367286
808	0.3321003146
809	0.3320214932
810	0.331925121
811	0.331872534
812	0.3317270429
813	0.3316103544
814	0.3315252779
815	0.3313936229
816	0.3313239864
817	0.3312740245
818	0.3312030689
819	0.3310817048
820	0.3310113225
821	0.3309175531
822	0.3308536327
823	0.3307972904
824	0.3306940203
825	0.3306349679
826	0.3305367337
827	0.3305345689
828	0.3304614767
829	0.3303774799
830	0.330282238
831	0.3302777492
832	0.3301712703
833	0.3300706981
834	0.3300564262
835	0.3299758388
836	0.3298474224
837	0.3297421109
838	0.3297108025
839	0.3296343315
840	0.3295809744
841	0.3294706748
842	0.3294113473
843	0.3293157936
844	0.329205406
845	0.3291347956
846	0.329054554
847	0.3289732098
848	0.3288647334
849	0.3287654119
850	0.3287017628
851	0.3286390156
852	0.3285376662
853	0.3284877411
854	0.3283850654
855	0.3283596492
856	0.328239367
857	0.3281273538
858	0.3280521828
859	0.327883471
860	0.3277847525
861	0.3276510924
862	0.3274845436
863	0.3273833688
864	0.3272582421
865	0.3271547982
866	0.3270532891
867	0.326926817
868	0.3268486611
869	0.3267174794
870	0.3266168837
871	0.3264688244
872	0.3263154188
873	0.3262377919
874	0.3260994247
875	0.3260351915
876	0.3259596681
877	0.325859306
878	0.3258467348
879	0.3257647641
880	0.325716085
881	0.3256007864
882	0.3255120009
883	0.3254880552
884	0.3254087516
885	0.3253242829
886	0.3252961609
887	0.3252876824
888	0.3251839881
889	0.3251264541
890	0.3250975534
891	0.3250061959
892	0.3248954004
893	0.3247974511
894	0.3247237738
895	0.3246553601
896	0.3245680247
897	0.3244694883
898	0.3243384786
899	0.324270573
900	0.3241838239
901	0.3239857112
902	0.3238938392
903	0.3238263724
904	0.3237571237
905	0.3236965249
906	0.3235613759
907	0.3235090612
908	0.323422702
909	0.323287456
910	0.3231743649
911	0.3230697593
912	0.3230033119
913	0.3228972416
914	0.3227678483
915	0.32266233
916	0.3225572089
917	0.3224584789
918	0.3223605261
919	0.3223304377
920	0.3222281606
921	0.3221627399
922	0.3221198491
923	0.3220723323
924	0.32197491
925	0.3218387256
926	0.3217777761
927	0.3216638991
928	0.3216133165
929	0.3215102247
930	0.3214530522
931	0.3214061021
932	0.3213344715
933	0.3211892883
934	0.3211127663
935	0.3210223675
936	0.3209008283
937	0.3208396164
938	0.3207872619
939	0.3207046485
940	0.3206228815
941	0.3206091728
942	0.3205640033
943	0.3204708345
944	0.3203632244
945	0.3202667963
946	0.3202241356
947	0.320129369
948	0.3200365353
949	0.319900427
950	0.319822548
951	0.3197438405
952	0.3196514236
953	0.3194594702
954	0.3194024864
955	0.3193168337
956	0.319240569
957	0.3191643104
958	0.3190167441
959	0.3189086
960	0.3188329395
961	0.3187793534
962	0.3187044818
963	0.3185889648
964	0.3185351294
965	0.3184629008
966	0.3183488467
967	0.3183210884
968	0.3182392478
969	0.3181373548
970	0.3180344724
971	0.3179804996
972	0.3179058948
973	0.3178125897
974	0.3176302916
975	0.3175252216
976	0.3174155025
977	0.3173612899
978	0.3172954721
979	0.317236896
980	0.3171477654
981	0.3170716194
982	0.3170082659
983	0.3168924365
984	0.3167952497
985	0.3167205502
986	0.3166913799
987	0.3166366066
988	0.3165601034
989	0.3164443174
990	0.3163551916
991	0.31627523
992	0.3161937269
993	0.3161264983
994	0.3160105123
995	0.3159552205
996	0.3158972849
997	0.3157536944
998	0.3157009536
999	0.3155413967
